Source,Target,Weight
Diabetes,Type 1 Diabetes,7
Diabetes,Insulin,2
Diabetes,Ovary,2
Diabetes,Nerve,6
Diabetes,Fetus,1
Diabetes,Blood Pressure,5
Diabetes,Pregnancy,1
Diabetes,Premature Menopause,2
Diabetes,Testicular Cancer,1
Diabetes,Pregnancy Test,1
Diabetes,Prostate,1
Diabetes,Plant,5
Diabetes,Testosterone,5
Diabetes,Adrenal Gland,2
Diabetes,Anemia,6
Diabetes,Estrogen,1
Diabetes,Benign Prostatic Hyperplasia,5
Diabetes,Heart Attack,5
Diabetes,High Blood Pressure,5
Rosacea,Nostril,3
Rosacea,Dizziness,1
Rosacea,Sinus,4
Rosacea,Heartburn,1
Rosacea,Narcolepsy,1
Rosacea,Keloid,1
Rosacea,Long-Term Effect,1
Rosacea,Lip,1
Rosacea,Vinegar,2
Rosacea,Constipation,1
Rosacea,Hiatal Hernia,1
Rosacea,Mold,1
Rosacea,Puffiness,1
Rosacea,Vomit,1
Rosacea,Aloe,2
Rosacea,Hallucination,2
Rosacea,Infant,1
Rosacea,Mucus,1
Rosacea,Sting,6
Rosacea,Skin,1
Rosacea,Stomach Cancer,1
Rosacea,Milk,1
Rosacea,Sinus Infection,1
Rosacea,Ibuprofen,1
Rosacea,Wheat,1
Rosacea,H. Pylori,4
Rosacea,Anti-Aging,1
Rosacea,Menstrual Cramp,1
Rosacea,Over The Counter,2
Rosacea,Iron,1
Rosacea,Lightheadedness,1
Rosacea,Castor Oil,2
Rosacea,Herniated Disc,1
Rosacea,Colon Cancer,1
Rosacea,Cold Sore,6
Rosacea,Traveler's Diarrhea,1
Rosacea,Aging,1
Rosacea,Contact Dermatitis,2
Rosacea,Allergic Reaction,1
Rosacea,Healing,3
Rosacea,Irritable Bowel Syndrome,3
Rosacea,Nausea,1
Rosacea,Drainage,3
Rosacea,Birth Defect,2
Rosacea,Ulcer,2
Rosacea,Dementia,1
Rosacea,Soda,2
Rosacea,Insect Bite,6
Rosacea,Serotonin,1
Rosacea,First Aid,1
Rosacea,Tremor,1
Rosacea,Cancer,1
Rosacea,Sepsis,1
Rosacea,Nsaid,2
Rosacea,Cough,2
Rosacea,Digestive System,1
Rosacea,Lactose,1
Rosacea,Food Allergy,1
Rosacea,Red Wine,1
Rosacea,Diarrhea,1
Rosacea,Bacterial Vaginosis,1
Rosacea,Coldness,2
Rosacea,Motion Sickness,1
Rosacea,Supplement,1
Rosacea,Cold,2
Rosacea,Parkinson's Disease,1
Rosacea,Second Degree Burn,1
Rosacea,Memory Loss,2
Rosacea,Peptic Ulcer,2
Rosacea,Hives,2
Rosacea,Middle Ear,2
Rosacea,Magnesium,1
Rosacea,Wine,1
Rosacea,Narcotic,1
Rosacea,Lactase,1
Rosacea,Acetaminophen,1
Rosacea,General Anesthesia,1
Rosacea,Stomach,1
Rosacea,Dark Chocolate,2
Rosacea,Scar,1
Rosacea,Shellfish,1
Rosacea,Nasal Spray,2
Rosacea,Sea Sickness,1
Rosacea,Quit Smoking,2
Rosacea,Vascular Dementia,1
Rosacea,Amino Acids,1
Rosacea,Smoking,2
Rosacea,Colitis,1
Rosacea,Pneumonia,1
Rosacea,Protein S Deficiency,1
Rosacea,Proton Pump Inhibitor,1
Rosacea,Allergy,1
Rosacea,Concussion,1
Rosacea,Weakness,1
Rosacea,Flatulence,1
Rosacea,Fatigue,1
Rosacea,Throat,1
Rosacea,Actinic Keratosis,1
Cooking,Dizziness,2
Cooking,Masturbation,1
Cooking,Family,5
Cooking,Lip,1
Cooking,Condom,1
Cooking,Bacterium,8
Cooking,Fruit,5
Cooking,Vinegar,5
Cooking,Alcoholic Beverage,1
Cooking,Cranberry,4
Cooking,Dessert,2
Cooking,Stomachache,3
Cooking,Wrinkle,1
Cooking,Skin,1
Cooking,Milk,1
Cooking,Lubricants,1
Cooking,Anti-Aging,3
Cooking,Menstrual Cramp,1
Cooking,Nutrition,1
Cooking,Cocoa,4
Cooking,Syrup,1
Cooking,Soup,11
Cooking,NASH,2
Cooking,Cavity,4
Cooking,Calcium,2
Cooking,Hunger,5
Cooking,Healthy Eating,1
Cooking,Aging,2
Cooking,Vegetable,2
Cooking,Oil,6
Cooking,Meat,5
Cooking,Soy,3
Cooking,Meal,2
Cooking,Squash,11
Cooking,Makeup,4
Cooking,Fitness,3
Cooking,Fertility,2
Cooking,Fatty Liver Disease,2
Cooking,Sunscreen,1
Cooking,Boil,3
Cooking,Lactose,1
Cooking,Vitamin D,1
Cooking,Fish,6
Cooking,Dehydration,1
Cooking,Herb,2
Cooking,Red Wine,1
Cooking,Temperature,2
Cooking,Salmon,1
Cooking,NAFLD,2
Cooking,Taste,7
Cooking,Cuts,6
Cooking,Athlete's Foot,2
Cooking,Pork,5
Cooking,Sexual Intercourse,1
Cooking,Exposure,1
Cooking,Salad,8
Cooking,Potato,3
Cooking,Tea,4
Cooking,Poison Oak,7
Cooking,Wine,3
Cooking,Heart,1
Cooking,Narcotic,1
Cooking,Lactase,1
Cooking,Walnut,7
Cooking,Grapefruit,3
Cooking,Dry Skin,2
Cooking,Coffee,3
Cooking,Fiber,2
Cooking,Drinking,5
Cooking,Spit,2
Cooking,Carbohydrate,3
Cooking,Tonsil,1
Cooking,Dairy,4
Cooking,Ichthyosis,1
Cooking,Plant,5
Cooking,Poison Ivy,4
Cooking,Fast Food,1
Cooking,Arthritis,3
Cooking,Coconut Oil,6
Cooking,Throat,1
Cooking,Heel,1
Cooking,Eyelid,1
Cooking,Sperm,2
Canker Sore,Spider Bite,3
Canker Sore,Dizziness,1
Canker Sore,Peripheral Artery Disease,1
Canker Sore,Lip,2
Canker Sore,Bad Breath,3
Canker Sore,Mold,1
Canker Sore,Tattoo,1
Canker Sore,Puffiness,1
Canker Sore,Psoriasis,1
Canker Sore,Plantar Fasciitis,1
Canker Sore,Sore,1
Canker Sore,Sore Throat,6
Canker Sore,Swelling,1
Canker Sore,Sting,2
Canker Sore,Benzoyl Peroxide,1
Canker Sore,Choking,1
Canker Sore,Birth Control Pill,1
Canker Sore,Hyperpigmentation,1
Canker Sore,Torticollis,1
Canker Sore,Ear Infection,2
Canker Sore,Ankle,1
Canker Sore,Diaper Rash,2
Canker Sore,Itch,4
Canker Sore,Hot Flash,1
Canker Sore,Adult Acne,1
Canker Sore,Neck,1
Canker Sore,Herniated Disk,1
Canker Sore,Wart,1
Canker Sore,Tongue,6
Canker Sore,Torso,12
Canker Sore,Cold Sore,6
Canker Sore,Shingles,2
Canker Sore,Thermometer,2
Canker Sore,Allergic Reaction,2
Canker Sore,Human Papillomavirus,1
Canker Sore,Healing,1
Canker Sore,Chigger,3
Canker Sore,Foot,3
Canker Sore,Skin Tag,1
Canker Sore,Vision,1
Canker Sore,Insect Bite,3
Canker Sore,Dry Mouth,5
Canker Sore,Fuzziness,3
Canker Sore,Rhinoplasty,3
Canker Sore,Bee Sting,1
Canker Sore,Pink Eye,3
Canker Sore,Travel,2
Canker Sore,Vaccines,2
Canker Sore,Pain,1
Canker Sore,Infection,2
Canker Sore,Glaucoma,1
Canker Sore,Coldness,1
Canker Sore,Bruise,6
Canker Sore,Cold,1
Canker Sore,Athlete's Foot,1
Canker Sore,Pain Relief,6
Canker Sore,Eyes,1
Canker Sore,Memory Loss,1
Canker Sore,Hepatitis A,2
Canker Sore,Hepatitis B,1
Canker Sore,Panic Attack,1
Canker Sore,Hives,2
Canker Sore,Strep Throat,6
Canker Sore,Buttocks,6
Canker Sore,Thyroid,1
Canker Sore,Oral Cancer,6
Canker Sore,Mouth,5
Canker Sore,Middle Ear,2
Canker Sore,Poison Oak,2
Canker Sore,Arm,3
Canker Sore,Acne,1
Canker Sore,Virus,1
Canker Sore,General Anesthesia,1
Canker Sore,Ears,2
Canker Sore,Tonsil,5
Canker Sore,Hand,1
Canker Sore,Flu,1
Canker Sore,Hepatitis,1
Canker Sore,Esophagus,5
Canker Sore,Insurance,1
Canker Sore,Scalp,1
Canker Sore,Toddler,2
Canker Sore,Tick,1
Canker Sore,Genital Herpes,6
Canker Sore,Nose,3
Canker Sore,Heel,1
Canker Sore,Angina,3
Neuropathy,Weight Loss,1
Neuropathy,Antibiotic,3
Neuropathy,Staph Infection,1
Neuropathy,Nail,3
Neuropathy,Medicaid,6
Neuropathy,Tetanus,3
Neuropathy,Health insurance,6
Neuropathy,Vitamin C,2
Neuropathy,Colonoscopy,2
Neuropathy,Affordable Care Act,6
Neuropathy,Pedialyte,2
Neuropathy,Schizophrenia,1
Neuropathy,Paranoid Behavior,1
Neuropathy,Insurance,6
Neuropathy,Freckle,2
Neuropathy,Toddler,2
Piercing,Sty,1
Piercing,Perimenopause,3
Piercing,Melatonin,3
Piercing,Cats,2
Piercing,Period,5
Piercing,Hormone Replacement Therapy,2
Piercing,Pleurisy,6
Piercing,Thyroiditis,1
Piercing,Intrauterine Insemination,4
Piercing,Third Trimester,2
Piercing,Vagina,3
Piercing,Anti-Aging,1
Piercing,Turkey,1
Piercing,Shaving,1
Piercing,Diaper Rash,1
Piercing,Ultrasound,1
Piercing,Zinc,1
Piercing,Aging,2
Piercing,Healing,1
Piercing,Jelly,1
Piercing,Fertility,1
Piercing,Boil,1
Piercing,Herb,2
Piercing,Mammogram,2
Piercing,Incontinence,1
Piercing,Bacterial Vaginosis,2
Piercing,Belly Button,1
Piercing,Breast Cancer,2
Piercing,Multivitamin,1
Piercing,Pelvic Area,1
Piercing,Hepatitis A,4
Piercing,Obesity,3
Piercing,Mouth,1
Piercing,Electrogastrogram,3
Piercing,Poison Oak,1
Piercing,Yeast Infection,2
Piercing,Infertility,3
Piercing,Spit,1
Piercing,Ovary,3
Piercing,Pregnancy,2
Piercing,High-Risk Pregnancy,1
Piercing,Esophagus,1
Piercing,Eyelid,1
Piercing,Estrogen,2
Piercing,Sperm,1
Piercing,Callus,1
Spider Bite,Varicose Vein,8
Spider Bite,Sinus,1
Spider Bite,Peripheral Artery Disease,3
Spider Bite,Heartburn,1
Spider Bite,Keloid,1
Spider Bite,Sweating,1
Spider Bite,Edema,6
Spider Bite,Lip,1
Spider Bite,Chemotherapy,1
Spider Bite,Injury,8
Spider Bite,Pilonidal Cyst,2
Spider Bite,Spider Vein,6
Spider Bite,Stress Fracture,1
Spider Bite,Workout,2
Spider Bite,Scrotum,1
Spider Bite,Short Stature,2
Spider Bite,Antibiotic,1
Spider Bite,Hiatal Hernia,1
Spider Bite,Bad Breath,4
Spider Bite,Mole,1
Spider Bite,Tattoo,1
Spider Bite,Painful Urination,5
Spider Bite,Puffiness,1
Spider Bite,Testicle,1
Spider Bite,Psoriasis,4
Spider Bite,Muscle,2
Spider Bite,Plantar Fasciitis,3
Spider Bite,Sore,1
Spider Bite,Tendon,4
Spider Bite,Aloe,1
Spider Bite,Hair Loss,1
Spider Bite,Sore Throat,3
Spider Bite,Nail Fungus,2
Spider Bite,Swelling,4
Spider Bite,Sting,5
Spider Bite,Sinus Infection,1
Spider Bite,Vagina,2
Spider Bite,Hip Pain,4
Spider Bite,Anterior Cruciate Ligament Injury,3
Spider Bite,Plantar Wart,1
Spider Bite,H. Pylori,1
Spider Bite,Steroid,4
Spider Bite,Anti-Aging,1
Spider Bite,Polyp,1
Spider Bite,Torticollis,3
Spider Bite,Impetigo,1
Spider Bite,Ear Infection,1
Spider Bite,Ankle,8
Spider Bite,Exercise,2
Spider Bite,Shaving,1
Spider Bite,Diaper Rash,4
Spider Bite,Itch,5
Spider Bite,Osteoarthritis,4
Spider Bite,Neck,3
Spider Bite,Herniated Disk,2
Spider Bite,Tongue,4
Spider Bite,Torso,3
Spider Bite,Cold Sore,3
Spider Bite,Shingles,5
Spider Bite,Traveler's Diarrhea,1
Spider Bite,Thermometer,1
Spider Bite,Calf,4
Spider Bite,Healing,2
Spider Bite,Chigger,7
Spider Bite,Foot,7
Spider Bite,Drainage,1
Spider Bite,Femur,1
Spider Bite,Ulcer,1
Spider Bite,Radial Keratotomy,1
Spider Bite,Insect Bite,6
Spider Bite,Fracture,4
Spider Bite,Pinched Nerve,2
Spider Bite,Polycystic Ovarian Syndrome,1
Spider Bite,Spasm,3
Spider Bite,Cramps,2
Spider Bite,Spina Bifida,1
Spider Bite,Nsaid,1
Spider Bite,Dry Mouth,3
Spider Bite,Fuzziness,3
Spider Bite,Stretch Mark,3
Spider Bite,Spinal Stenosis,1
Spider Bite,Shoulder,4
Spider Bite,Rhinoplasty,2
Spider Bite,Vitamin A,1
Spider Bite,Vitamin K,6
Spider Bite,Bee Sting,2
Spider Bite,Dislocation,4
Spider Bite,Urinary Incontinence,2
Spider Bite,Temperature,1
Spider Bite,Travel,2
Spider Bite,Diarrhea,1
Spider Bite,Vaginal Discharge,1
Spider Bite,Pain,3
Spider Bite,Infection,1
Spider Bite,Knee,4
Spider Bite,Multivitamin,1
Spider Bite,Pelvic Area,3
Spider Bite,Forearm,4
Spider Bite,Bruise,3
Spider Bite,Motion Sickness,1
Spider Bite,Cuts,1
Spider Bite,Athlete's Foot,4
Spider Bite,Nebulization,1
Spider Bite,Pain Relief,3
Spider Bite,Hair,1
Spider Bite,Fever,1
Spider Bite,Wrist,1
Spider Bite,Lymph Node,3
Spider Bite,Deep Vein Thrombosis,1
Spider Bite,Second Degree Burn,1
Spider Bite,Ulcerative Colitis,3
Spider Bite,Peptic Ulcer,1
Spider Bite,Scabies,1
Spider Bite,Croup,1
Spider Bite,Pelvis,2
Spider Bite,Strep Throat,3
Spider Bite,Buttocks,3
Spider Bite,Self-Exam,1
Spider Bite,Hyperkalemia,2
Spider Bite,Oral Cancer,3
Spider Bite,Mouth,3
Spider Bite,Middle Ear,1
Spider Bite,Poison Oak,4
Spider Bite,Collagen,1
Spider Bite,Systemic,1
Spider Bite,Arm,9
Spider Bite,Detached Retina,3
Spider Bite,Leg,6
Spider Bite,Scleroderma,2
Spider Bite,Restless Leg Syndrome,6
Spider Bite,Toothache,3
Spider Bite,Ears,2
Spider Bite,Thigh,3
Spider Bite,Weight,2
Spider Bite,Scar,2
Spider Bite,Ammonia,1
Spider Bite,Tonsil,3
Spider Bite,Sea Sickness,1
Spider Bite,Big Toe,6
Spider Bite,Esophagus,3
Spider Bite,Freckle,1
Spider Bite,Scalp,4
Spider Bite,Concussion,1
Spider Bite,Ringworm,1
Spider Bite,Toddler,1
Spider Bite,Weakness,6
Spider Bite,Cirrhosis,2
Spider Bite,Carpal Tunnel Syndrome,1
Spider Bite,Fatigue,2
Spider Bite,Blister,1
Spider Bite,Genital Herpes,3
Spider Bite,Nose,3
Spider Bite,Lymphedema,5
Spider Bite,Heel,3
Nostril,Radiculopathy,3
Nostril,Sinus,6
Nostril,Keloid,2
Nostril,Sweating,1
Nostril,Bone Spurs,1
Nostril,Cervical Conization,4
Nostril,Long-Term Effect,2
Nostril,Lip,1
Nostril,Condom,1
Nostril,Bacterium,3
Nostril,Multiple Sclerosis,2
Nostril,Sciatica,3
Nostril,Puffiness,1
Nostril,Infant,1
Nostril,Sting,4
Nostril,Sleep Disorder,1
Nostril,Skin,2
Nostril,Crying,6
Nostril,Oxycodone,1
Nostril,Hip Pain,1
Nostril,H. Pylori,3
Nostril,Over The Counter,1
Nostril,AIDS,1
Nostril,Castor Oil,2
Nostril,Cold Sore,3
Nostril,Contact Dermatitis,1
Nostril,Healing,1
Nostril,Tryptophan,4
Nostril,Erection,1
Nostril,Drainage,4
Nostril,Radial Keratotomy,2
Nostril,Insect Bite,4
Nostril,Fracture,6
Nostril,Pinched Nerve,3
Nostril,Impotence,1
Nostril,Priapism,1
Nostril,Diverticulitis,1
Nostril,Tremor,1
Nostril,Paraphimosis,1
Nostril,Dopamine,3
Nostril,Insomnia,1
Nostril,Cough,4
Nostril,Vitamin C,2
Nostril,Travel,1
Nostril,Mayonnaise,2
Nostril,Pain,3
Nostril,Penis,1
Nostril,Coldness,2
Nostril,Motion Sickness,1
Nostril,Supplement,1
Nostril,Cold,2
Nostril,Diabetic Neuropathy,3
Nostril,Rheumatoid Arthritis,1
Nostril,Deep Vein Thrombosis,1
Nostril,Peptic Ulcer,1
Nostril,Scrape,4
Nostril,Vitiligo,1
Nostril,Middle Ear,2
Nostril,Narcotic,1
Nostril,Osteoporosis,1
Nostril,Dry Skin,2
Nostril,General Anesthesia,1
Nostril,Stomach,1
Nostril,Nerve,3
Nostril,Belch,1
Nostril,Scar,2
Nostril,Nasal Spray,2
Nostril,Sea Sickness,1
Nostril,Quit Smoking,1
Nostril,Bloating,3
Nostril,Pneumonia,1
Nostril,Fast Food,1
Nostril,Arthritis,1
Nostril,Flatulence,1
Nostril,Cirrhosis,2
Nostril,Tick,1
Nostril,Balanitis,2
Nostril,Throat,2
Nostril,Nose,1
Nostril,Callus,1
Varicose Vein,Peripheral Artery Disease,2
Varicose Vein,Lung,4
Varicose Vein,Kidney Cancer,2
Varicose Vein,Sweating,1
Varicose Vein,Edema,6
Varicose Vein,Condom,1
Varicose Vein,Chemotherapy,3
Varicose Vein,Injury,3
Varicose Vein,Kidney Disease,2
Varicose Vein,Pilonidal Cyst,2
Varicose Vein,HIV,1
Varicose Vein,Spider Vein,18
Varicose Vein,Period,1
Varicose Vein,Multiple Sclerosis,1
Varicose Vein,Workout,2
Varicose Vein,Scrotum,1
Varicose Vein,Short Stature,1
Varicose Vein,Bad Breath,2
Varicose Vein,Mole,4
Varicose Vein,Jaw,2
Varicose Vein,Puffiness,1
Varicose Vein,Testicle,1
Varicose Vein,Psoriasis,2
Varicose Vein,Muscle,2
Varicose Vein,Plantar Fasciitis,2
Varicose Vein,Bladder,2
Varicose Vein,Birth,1
Varicose Vein,Chondromalacia Patella,1
Varicose Vein,Hair Loss,2
Varicose Vein,Wrinkle,2
Varicose Vein,Benzoyl Peroxide,2
Varicose Vein,Skin,2
Varicose Vein,Blood Clot,1
Varicose Vein,Vagina,2
Varicose Vein,Plantar Wart,4
Varicose Vein,Steroid,3
Varicose Vein,Anti-Aging,1
Varicose Vein,Overactive Bladder,1
Varicose Vein,Torticollis,2
Varicose Vein,Endometriosis,1
Varicose Vein,Melasma,2
Varicose Vein,Ankle,3
Varicose Vein,Exercise,2
Varicose Vein,Shaving,3
Varicose Vein,Itch,2
Varicose Vein,Osteoarthritis,3
Varicose Vein,Neck,2
Varicose Vein,Cyst,1
Varicose Vein,Pancreas,3
Varicose Vein,Aging,2
Varicose Vein,Vein,6
Varicose Vein,Calf,3
Varicose Vein,Blood Sugar,1
Varicose Vein,Chigger,1
Varicose Vein,Foot,3
Varicose Vein,Erection,1
Varicose Vein,Scoliosis,1
Varicose Vein,Fracture,5
Varicose Vein,Impotence,1
Varicose Vein,Priapism,1
Varicose Vein,Heart Disease,3
Varicose Vein,Blood Test,1
Varicose Vein,Polycystic Ovarian Syndrome,1
Varicose Vein,Serotonin,1
Varicose Vein,Congestive Heart Failure,1
Varicose Vein,Pulmonary Embolism,4
Varicose Vein,Paraphimosis,1
Varicose Vein,Cancer,6
Varicose Vein,Cramps,2
Varicose Vein,Dry Mouth,2
Varicose Vein,Stretch Mark,9
Varicose Vein,Spinal Stenosis,2
Varicose Vein,Kidney Stone,3
Varicose Vein,Shoulder,4
Varicose Vein,Rhinoplasty,1
Varicose Vein,Keratosis Pilaris,2
Varicose Vein,Vitamin A,1
Varicose Vein,Vitamin K,8
Varicose Vein,Red Wine,1
Varicose Vein,Dislocation,4
Varicose Vein,Urinary Incontinence,3
Varicose Vein,Pink Eye,1
Varicose Vein,Mayonnaise,2
Varicose Vein,Pain,2
Varicose Vein,Low Blood Pressure,1
Varicose Vein,Penis,1
Varicose Vein,Knee,3
Varicose Vein,Catheter,1
Varicose Vein,Glaucoma,1
Varicose Vein,Forearm,2
Varicose Vein,Ejaculation,2
Varicose Vein,Motion Sickness,1
Varicose Vein,Athlete's Foot,2
Varicose Vein,Asthma,3
Varicose Vein,Nebulization,4
Varicose Vein,Hair,7
Varicose Vein,Eyes,1
Varicose Vein,Wrist,1
Varicose Vein,Lymph Node,1
Varicose Vein,Deep Vein Thrombosis,7
Varicose Vein,Scabies,1
Varicose Vein,Pelvis,2
Varicose Vein,Thyroid,1
Varicose Vein,Self-Exam,1
Varicose Vein,Hyperkalemia,3
Varicose Vein,Vitiligo,2
Varicose Vein,Exposure,2
Varicose Vein,Collagen,1
Varicose Vein,Hypothyroidism,1
Varicose Vein,Arm,3
Varicose Vein,Kidney Failure,2
Varicose Vein,Acne,1
Varicose Vein,Dry Skin,2
Varicose Vein,Smell,1
Varicose Vein,Leg,18
Varicose Vein,Type 1 Diabetes,1
Varicose Vein,Spit,2
Varicose Vein,General Anesthesia,1
Varicose Vein,Restless Leg Syndrome,6
Varicose Vein,Toothache,1
Varicose Vein,Thigh,3
Varicose Vein,Weight,2
Varicose Vein,Blood Pressure,1
Varicose Vein,Scar,7
Varicose Vein,Ammonia,1
Varicose Vein,Kidney,2
Varicose Vein,Urinary Tract Infection,2
Varicose Vein,Sea Sickness,1
Varicose Vein,Big Toe,2
Varicose Vein,Hand,2
Varicose Vein,Pneumonia,3
Varicose Vein,Scalp,2
Varicose Vein,Ringworm,1
Varicose Vein,Adrenal Gland,1
Varicose Vein,Alopecia,1
Varicose Vein,Weakness,6
Varicose Vein,Carpal Tunnel Syndrome,1
Varicose Vein,Fatigue,2
Varicose Vein,Anemia,2
Varicose Vein,Blister,2
Varicose Vein,Balanitis,1
Varicose Vein,Lymphedema,2
Varicose Vein,Heel,2
Varicose Vein,Actinic Keratosis,3
Varicose Vein,Angina,3
Varicose Vein,Callus,2
Varicose Vein,High Blood Pressure,1
Dizziness,Family,1
Dizziness,Narcolepsy,3
Dizziness,Lip,2
Dizziness,Bacterium,3
Dizziness,Fruit,1
Dizziness,Chiari Malformation,1
Dizziness,Cranberry,2
Dizziness,Antibiotic,3
Dizziness,Mold,6
Dizziness,Tattoo,1
Dizziness,Migraine,1
Dizziness,Reaction,1
Dizziness,Hallucination,8
Dizziness,Stomachache,2
Dizziness,Wrinkle,2
Dizziness,Sting,1
Dizziness,Benzoyl Peroxide,1
Dizziness,Skin,2
Dizziness,H. Pylori,2
Dizziness,Birth Control Pill,1
Dizziness,Cocoa,2
Dizziness,Walking,6
Dizziness,Soup,1
Dizziness,Itch,1
Dizziness,Adult Acne,1
Dizziness,Calcium,1
Dizziness,Torso,1
Dizziness,Hunger,2
Dizziness,Traveler's Diarrhea,3
Dizziness,Emergency Room,1
Dizziness,Aging,2
Dizziness,Allergic Reaction,3
Dizziness,Chigger,1
Dizziness,Irritable Bowel Syndrome,5
Dizziness,Meal,1
Dizziness,Ulcer,2
Dizziness,Dementia,1
Dizziness,Squash,3
Dizziness,Insect Bite,1
Dizziness,Makeup,2
Dizziness,First Aid,1
Dizziness,Numbness,1
Dizziness,Fitness,1
Dizziness,Sepsis,1
Dizziness,Anaphylaxis,1
Dizziness,Sunscreen,2
Dizziness,Boil,6
Dizziness,Nsaid,2
Dizziness,Digestive System,8
Dizziness,Vitamin D,2
Dizziness,Indigestion,1
Dizziness,Runny Nose,2
Dizziness,Bee Sting,1
Dizziness,Dehydration,1
Dizziness,Diarrhea,3
Dizziness,Asthma Attack,3
Dizziness,Pelvic Area,1
Dizziness,Forearm,1
Dizziness,Taste,2
Dizziness,Cuts,3
Dizziness,Asthma,3
Dizziness,Seizure,1
Dizziness,Parkinson's Disease,6
Dizziness,Memory Loss,6
Dizziness,Peptic Ulcer,2
Dizziness,Hives,2
Dizziness,Pacemaker,1
Dizziness,Exposure,2
Dizziness,Salad,3
Dizziness,Electrogastrogram,1
Dizziness,Insect Sting,1
Dizziness,Peanut,1
Dizziness,Acne,1
Dizziness,Dry Skin,6
Dizziness,Drinking,1
Dizziness,Carbohydrate,1
Dizziness,Tonsil,1
Dizziness,Vascular Dementia,1
Dizziness,Smoking,1
Dizziness,Pneumonia,1
Dizziness,Hydrocodone,1
Dizziness,Allergy,1
Dizziness,Poison Ivy,2
Dizziness,Weakness,6
Dizziness,Hemorrhoid,1
Dizziness,Eyelid,3
Dizziness,Callus,1
Sty,Cats,2
Sty,Condom,1
Sty,Pleurisy,1
Sty,Wrinkle,2
Sty,Lubricants,1
Sty,Plantar Wart,2
Sty,Shaving,2
Sty,Diaper Rash,1
Sty,Zinc Oxide,1
Sty,Neck,1
Sty,Wart,2
Sty,Zinc,5
Sty,Tightness,1
Sty,Thermometer,1
Sty,Human Papillomavirus,2
Sty,Healing,1
Sty,Foot,2
Sty,Skin Tag,1
Sty,Fibromyalgia,1
Sty,Jelly,1
Sty,Drainage,1
Sty,Scoliosis,2
Sty,Vision,2
Sty,Makeup,6
Sty,First Aid,1
Sty,Foreskin,1
Sty,Boil,1
Sty,Vitamin A,2
Sty,Incontinence,4
Sty,Temperature,1
Sty,Multivitamin,12
Sty,Pelvic Area,2
Sty,Athlete's Foot,2
Sty,Eyes,6
Sty,Sexual Intercourse,1
Sty,Lice,2
Sty,Pets,2
Sty,Olive,6
Sty,Mouth,3
Sty,Lice Infestation,2
Sty,Collagen,2
Sty,Ears,1
Sty,Ichthyosis,3
Sty,Hand,2
Sty,Circumcision,1
Sty,Coconut Oil,2
Sty,Fluoride,1
Sty,Heel,5
Sty,Callus,2
Masturbation,Family,1
Masturbation,Snorer,1
Masturbation,Melatonin,1
Masturbation,Urethra,2
Masturbation,Night Terror,2
Masturbation,Anesthesia,1
Masturbation,Yoga,1
Masturbation,Muscle,1
Masturbation,Dessert,2
Masturbation,Bladder,2
Masturbation,Herpes,2
Masturbation,Postpartum Depression,2
Masturbation,Ehlers-Danlos Syndrome,2
Masturbation,Pulse,3
Masturbation,Cervix,1
Masturbation,Choking,1
Masturbation,Steroid,2
Masturbation,Anti-Aging,1
Masturbation,Soup,1
Masturbation,Staph Infection,1
Masturbation,Depression,1
Masturbation,Suicide,1
Masturbation,Chlamydia,3
Masturbation,Tightness,1
Masturbation,Sexual Dysfunction,6
Masturbation,Healing,1
Masturbation,Fibromyalgia,3
Masturbation,Meal,3
Masturbation,Retrograde Ejaculation,1
Masturbation,Squash,2
Masturbation,Blood Test,3
Masturbation,Polycystic Ovarian Syndrome,1
Masturbation,Foreskin,1
Masturbation,Manic Depressive,2
Masturbation,Protein,3
Masturbation,Dry Mouth,1
Masturbation,Orgasm,7
Masturbation,Sexually Transmitted Disease,2
Masturbation,Herb,1
Masturbation,Dislocation,3
Masturbation,Salmon,1
Masturbation,Low Blood Pressure,1
Masturbation,Penis,3
Masturbation,Catheter,1
Masturbation,Ejaculation,2
Masturbation,Parkinson's Disease,1
Masturbation,Pets,1
Masturbation,Vitiligo,2
Masturbation,Fear,1
Masturbation,Peanut Butter,2
Masturbation,Premature Ejaculation,7
Masturbation,Spotting,1
Masturbation,Big Toe,1
Masturbation,Pneumonia,1
Masturbation,Omega-3,1
Masturbation,Fast Food,1
Masturbation,Circumcision,1
Masturbation,Toddler,1
Masturbation,Running,3
Masturbation,Stent,1
Masturbation,High Blood Pressure,2
Radiculopathy,Heartburn,1
Radiculopathy,Epilepsy,3
Radiculopathy,Keloid,1
Radiculopathy,Lung,1
Radiculopathy,Kidney Cancer,1
Radiculopathy,Bone Spurs,1
Radiculopathy,Edema,2
Radiculopathy,Bacterium,2
Radiculopathy,Multiple Sclerosis,2
Radiculopathy,Alcoholic Beverage,1
Radiculopathy,Scrotum,3
Radiculopathy,Short Stature,1
Radiculopathy,Hiatal Hernia,1
Radiculopathy,Anesthesia,2
Radiculopathy,Sciatica,6
Radiculopathy,Testicle,3
Radiculopathy,Psoriasis,1
Radiculopathy,Dental,2
Radiculopathy,Bladder,1
Radiculopathy,Birth,1
Radiculopathy,Lyme Disease,2
Radiculopathy,Swelling,3
Radiculopathy,Choking,1
Radiculopathy,Hip Pain,3
Radiculopathy,Bursitis,2
Radiculopathy,H. Pylori,2
Radiculopathy,Steroid,2
